Time,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,Amount,Class
128783,-0.38233216,1.264466825,-0.551361804,-0.722881433,0.790150087,-0.645852222,0.817107868,0.072754028,0.134225558,-0.03430458,1.096016043,0.400859259,-0.537481356,-0.866355777,-0.86847512,0.470273391,0.169556839,0.258365472,-0.044939574,0.251724116,-0.347941366,-0.779801681,0.128630958,0.641394011,-0.378623839,0.09741218,0.424363581,0.208873071,6.27,0
128731,-0.046834907,0.380117686,0.420475166,-1.224041973,0.483469416,0.427748868,0.456360894,0.107332615,0.398811988,-0.638915831,-0.407484853,0.615257366,0.533679422,-0.127258773,-0.410985713,0.785366376,-1.38513625,0.673739557,0.681791019,-0.12090337,-0.190253058,-0.506400891,0.052909131,-1.414680831,-0.589027857,-0.344932483,-0.03353413,0.01443033,42.8,0
127440,1.665755789,-0.723578388,-2.108410877,0.331026062,0.136691761,-0.342361851,0.051675179,0.051723149,1.083665759,-0.69444121,0.494996393,-0.297495517,-2.252207282,-0.819745664,-0.503277887,0.434976757,0.796993686,0.964518248,0.524522078,0.096439244,-0.140924102,-0.725336921,0.030471489,0.184643847,-0.163619777,-0.130917303,-0.063899724,-0.001442674,189.68,0
41204,-8.440283963,6.147653324,-11.68370616,6.702779571,-8.155839297,-3.716264156,-12.40731306,5.626571296,-6.232160894,-13.38668344,7.605559474,-13.35181502,0.827049643,-14.97947735,1.532813084,-11.77149697,-20.29921651,-7.60911006,3.809136436,0.52073233,2.19285542,-0.282596815,0.008068498,0.403858337,-0.018788393,0.522721636,0.79269069,0.067789546,30.26,1
128660,-0.170144794,1.199320052,-0.863556618,0.007739439,0.987218885,-0.054022302,0.306878882,-2.958729009,-1.493770157,-0.865605286,0.980827428,0.808272094,-0.575511214,1.597365274,-0.272011007,-1.070253591,0.216537661,0.094768714,1.041327996,0.756241461,-0.979674666,1.195264796,-0.652348387,0.791511808,2.416571931,0.470133813,-0.07860563,0.130717287,40,0
97235,-17.53759168,12.35251867,-20.13461281,11.12277143,-14.57108014,-0.381622313,-23.92866103,-4.724921033,-8.603038097,-15.23183337,4.41705461,-12.89352021,-0.109628456,-3.547229894,-2.177823998,-10.40206833,-18.37201912,-8.314092312,2.435823486,1.925102596,-4.352213131,2.389040921,2.019127926,0.62719187,-1.085997212,-0.071803236,-3.838197904,-0.802564461,9.82,1
41116,-3.600543504,4.519046947,-6.340883535,6.214767278,-5.829557637,-2.478094956,-9.938411559,2.830086051,-5.659161611,-11.29815649,7.252953227,-14.27509185,0.188903284,-14.55595721,-0.338288547,-12.14654014,-25.16279937,-9.042845151,0.787578808,1.384742762,2.263770356,0.620749345,-0.094068667,0.536719087,0.398142307,0.008276587,2.053524253,0.835749003,3.79,1
127466,1.898808624,0.384873549,-0.531301964,3.954365559,0.16529488,-0.077043127,0.052282582,-0.026699815,-0.47556057,1.40317019,-1.624657884,-0.655189508,-1.180496636,0.208770724,-1.367714062,0.436573689,-0.389370707,-0.487316488,-1.410139284,-0.382794159,0.070222057,0.341277116,0.100574991,-0.045830315,0.081546962,0.103742955,-0.030344236,-0.053247428,7.57,0
128610,1.778519075,-0.112447301,-1.234222672,0.996745872,0.961386127,1.807236752,-0.624286579,0.61476725,0.549400223,-0.324278242,1.189327686,0.921828472,0.142035636,-1.006122569,0.68589766,0.283751427,0.598407053,-0.278735273,-1.119104141,-0.187615227,-0.183639047,-0.4212756,0.364828763,-1.126724521,-0.523482493,-0.902220471,0.103952038,-0.013607654,34.4,0
128594,-2.514808292,-1.147255932,0.398488501,-0.478259876,1.928264554,1.627939269,0.630039813,0.099522601,0.309136882,-0.128975737,0.829079972,0.477642493,-0.421280994,-0.055019395,0.408875916,-1.327479402,0.356517549,-1.0344699,0.789430671,-0.277184584,-0.282328477,-0.128279553,-0.968539296,-0.848350489,0.288854583,0.130996025,-0.751006456,-0.726596454,134.6,0
128564,-0.653499887,1.063358769,0.058117253,-0.806438244,0.330538237,-0.668099494,0.592060203,0.439704067,-0.456572874,-0.528376152,0.133371593,0.306415475,-0.951785872,0.84549376,-1.019893596,0.300291038,-0.526169556,0.046724684,0.424366143,-0.141267358,-0.162269546,-0.521026495,0.029383797,-0.363571113,-0.600381147,0.14027674,0.217682356,0.152702025,6.79,0
128695,1.832638501,-0.612358692,-0.623965602,0.124265797,0.393661019,1.946348038,-0.967073596,0.596911819,1.132466141,-0.198000321,-0.137582374,0.908777684,0.670855386,-0.253754368,1.397800852,-0.937875238,0.610134069,-1.910715634,-1.734351006,-0.260036708,0.301245876,1.243875299,0.26453227,-0.691658237,-0.471730774,0.716688875,0.047340659,-0.057598501,8.7,0
128491,-0.5663752,0.374386249,1.849745272,-1.073303683,0.154992148,-0.215945604,0.820767033,-0.058435164,0.24530134,-0.847629055,0.83491776,0.773695264,-0.189235691,-0.158391804,-0.697143584,0.404008519,-1.086248451,0.271020381,-0.525589203,-0.018259553,-0.072529186,-0.125085672,-0.002617899,-0.036358419,-0.364973642,-0.767592765,-0.0381412,-0.078002675,49.99,0
155359,-1.067713272,5.262312109,-8.438567066,7.3164873,0.008253573,-2.12593632,-3.307035735,1.869837523,-4.522583624,-5.172811823,5.591126194,-5.640417458,0.784510039,-12.04380562,0.353814875,-1.920558168,-1.879928279,0.679751299,0.797641375,0.821404549,0.547789787,-0.491959822,0.055914134,-1.145368535,0.068951346,0.535054735,0.539263072,0.124255056,0.77,1
128576,-0.721812928,0.940952524,0.036024968,-0.560987706,1.605064227,-0.559403464,1.334712325,-1.660442084,0.161374061,0.199250409,1.142810603,0.313280366,0.465927468,-1.454985231,0.126367703,0.036158076,-0.250164245,1.204411455,0.430209691,-0.034877968,0.854289978,0.907711284,-0.203081545,-0.545280994,-0.051260051,-0.163144206,-0.203975805,-0.443031659,9.95,0
127449,0.298442055,-0.104587997,0.54148239,-1.999521181,-0.117916769,-0.778953508,0.928850256,-0.664171151,-1.039557442,0.849775938,1.12192241,-0.537404153,-0.257465694,-0.357886971,-0.641036629,1.042031025,-0.435510379,-0.745972505,0.492923455,0.118740988,0.388926,1.340911371,-0.22459702,0.109869331,-0.292472068,-0.204521051,-0.398900058,-0.438558372,64.05,0
128691,-0.227489953,1.13141131,2.048149983,4.441260029,-0.100564108,1.034477702,-0.206112229,0.437252953,-1.478952905,1.773766129,0.310559403,-0.421555842,-0.669426266,0.157155094,0.029862971,0.255470887,-0.107291473,1.16083572,1.192799528,0.312013943,0.349563997,1.197147479,-0.102935129,0.074661421,-0.729626662,0.479360923,0.483550652,0.261289397,16.01,0
146022,0.908636658,2.849024015,-5.647342963,6.009414778,0.216656395,-2.397014424,-1.819307886,0.338526988,-2.819882773,-4.063098108,2.941190093,-6.151362191,-1.989528535,-9.150951006,-0.604289999,-1.9522904,-2.892555332,-0.912057961,-1.563739967,0.241921295,0.407260461,-0.397434853,-0.080005853,-0.168596545,0.465058498,0.210509756,0.648704799,0.36022433,1.18,1
127460,-0.409575583,0.739298971,-0.053536299,0.541276666,1.447362276,-0.521048754,1.25540271,-0.111705674,-0.513492847,-0.379697464,-1.63472933,-1.063432941,-1.877557124,0.788501046,-0.401276599,-0.805937668,-0.023435913,-0.113854068,0.290142798,-0.1009353,0.132625523,0.320221758,-0.251842555,0.481421295,0.2965998,-0.463880525,0.113685496,0.156227781,28.4,0
125658,0.224414467,2.994498576,-3.432458196,3.986518932,3.760232949,0.165640146,1.099377709,-0.654557103,-2.435415653,-2.276733073,1.846078517,-1.9611946,-0.851166387,-7.122316384,1.0196049,2.131014672,6.443649145,1.592538191,-3.681903552,-0.200846281,0.491337125,-0.984222623,-0.421979358,-1.048057894,0.72641152,0.268624638,0.283689474,0.419101636,0,1
138942,-2.356348172,1.746360464,-6.374623621,1.772205446,-3.439293796,1.457811065,-0.36257708,1.443790916,-1.927358861,-6.564659262,2.450752159,-5.694074283,-1.155469085,-7.132150639,-0.05962781,-4.596576583,-5.522088054,-3.529065598,-0.663370801,0.194809815,0.857941843,0.621203387,0.964816561,-0.619437276,-1.732612752,0.108361135,1.130828164,0.415702789,727.91,1
68207,-13.19267096,12.78597064,-9.906650021,3.320336883,-4.801175932,5.760058556,-18.75088916,-37.35344264,-0.391539744,-5.052502367,4.406805524,-4.610756477,-1.90948797,-9.072710934,-0.226074451,-6.211557482,-6.248145353,-3.149246695,0.051576119,-3.493049915,27.20283916,-8.887017141,5.303606904,-0.639434802,0.263203123,-0.10887693,1.269566355,0.939407363,1,1
128691,-5.545427461,5.329020337,-2.737539477,-2.871492589,0.797258458,-1.492709204,2.525143325,-1.210039309,5.164625856,9.034018996,1.676281867,0.369989088,-0.082280255,-2.265227155,-0.320261826,-1.47918144,-1.636147579,-0.41224084,-0.464777583,3.68927069,-0.884865646,0.714591584,-0.274040745,-0.377051563,0.780918172,-0.106992756,0.829327045,-0.863442939,6.16,0
139951,-2.921944376,-0.228062381,-5.877288646,2.201883522,-1.935439873,0.631140872,-1.245106342,1.51134802,-1.899986657,-6.42823083,4.229154264,-5.292314146,-0.888086759,-7.672250312,0.547571032,-4.307059802,-5.701174364,-1.772802937,-0.193132206,2.230734872,1.441622275,0.895527949,1.385511128,-2.028024229,0.509130972,0.172642921,0.726781012,0.234513922,723.21,1
128492,-1.135847668,0.137189437,1.729219948,-0.206472498,-0.648509534,0.856125223,1.08228271,-0.02172319,0.599322552,-1.234379164,-1.807980685,0.291430694,0.629247062,-0.769887192,-0.465454746,-0.247172362,-0.282428749,0.018318468,1.020821939,0.004363982,-0.272499899,-0.475451887,-0.268404228,-0.632024565,0.52546379,-0.305717843,0.108061691,-0.009903205,247,0
55618,-7.427924231,2.948209208,-8.678550384,5.18530348,-4.761089973,-0.957095016,-7.773379785,0.717309274,-3.682359238,-8.403150262,5.705205507,-8.640746412,-1.602925019,-9.466139123,0.137324187,-7.303242729,-12.44803924,-4.332834241,2.35202964,-0.123085016,-0.299847071,0.610478814,0.789022761,-0.56451194,0.201195825,-0.111225431,1.144598509,0.102279545,130.44,1
21046,-16.91746827,9.669900173,-23.73644341,11.82499023,-9.830548229,-2.514828873,-17.29065667,1.820407867,-6.264903488,-12.91663611,9.567110295,-13.71706738,0.899540706,-13.27296506,-0.402260044,-7.754094059,-11.64460321,-4.74130271,0.584625973,0.996745095,-2.336110956,0.972754726,1.241865812,-1.051086248,0.03800908,0.672317065,2.108470852,-1.421243253,1,1
127439,2.000003999,-1.082804101,-0.014321381,-0.517728759,-1.219176869,0.26071265,-1.329344272,0.183162644,-0.098116241,0.91730368,0.754747172,1.150745906,1.233738527,-0.42972995,-0.154554667,-0.686288475,-0.673462468,1.747476109,-0.775296581,-0.43652519,-0.278987918,-0.278255554,0.406308115,0.767220983,-0.711249329,0.400986891,0.00311866,-0.029714446,36.68,0
128421,-0.52583471,-1.376326382,2.867853545,-1.730502283,-1.535940719,1.795545618,-1.945945002,0.768769584,-0.745045174,0.688687893,-0.942247787,-0.883136751,-0.666751147,-1.552414476,-2.061462027,-0.867553232,0.998403566,1.363574848,1.780164526,-0.082519573,-0.03915865,0.561422892,-0.348163819,0.215569258,0.341055159,0.310363272,0.150027387,0.077734921,27.45,0
128416,-0.914584832,-1.062428499,0.238729281,-1.882536893,2.428190479,0.605429296,-0.176699734,0.232530474,-1.615994384,0.46623311,1.172348094,-0.494099969,-0.506922001,0.21701732,0.122734146,-0.308638188,0.871302714,-2.121471404,0.423705962,0.393149909,0.476825968,1.222880299,-0.184292774,-0.689033738,0.156736553,0.11277476,-0.088473657,-0.113955592,9.04,0
128413,0.028089157,0.670246179,0.812059246,-0.381979623,0.102756899,-1.675609635,1.114612577,-0.424044698,0.189717652,-0.16473647,-0.198395156,-0.150239132,-1.107079303,0.146651031,-0.333065879,-0.394589371,-0.13283051,-0.950692694,-0.409050429,-0.041093619,-0.25934857,-0.461594115,0.16217845,0.898608396,-0.664049941,0.05771846,0.076658646,-0.11727576,1.98,0
128418,2.020665069,0.121627095,-1.601039309,0.344147321,0.390318598,-0.661923796,0.091096378,-0.105972179,0.208968691,-0.211623883,1.312591968,0.941348947,0.029940632,-0.653346951,-0.51818442,0.454181105,0.286054367,0.116171243,0.271513295,-0.147389278,-0.300177016,-0.790410291,0.350290733,0.672032823,-0.310082778,0.142390049,-0.065560527,-0.038702878,0.89,0
153653,-5.192496426,3.164721173,-5.04767906,2.24659736,-4.011781405,-0.638908045,-2.873463269,1.576317573,-2.861985991,-2.120457595,1.863595737,-3.620251763,-1.480714422,-1.583343405,-1.230469222,-1.20229797,-6.167636538,-2.651539049,0.013587706,-1.850469964,1.167243794,-1.006617493,0.774561804,0.063396917,-0.390657771,1.884740675,-1.742557515,-0.082215935,247.86,1
128665,1.989645081,-0.278832144,-1.328959947,0.269425068,0.071669222,-0.571114764,0.066824035,-0.102793169,0.475874927,0.23271313,0.417156917,0.570799203,-0.877396065,0.598415505,-0.751308895,0.034886964,-0.476526028,-0.248255611,0.572116533,-0.216893471,-0.21305869,-0.563629381,0.217297585,-0.473495912,-0.223998915,0.28683023,-0.08466326,-0.075569132,27.69,0
128628,2.003490584,-0.482780266,-0.632129147,0.176901399,-0.270800976,0.28708724,-0.720924088,0.146145366,1.276606751,0.004348771,-0.197118333,0.849062844,0.228734298,-0.066461024,-0.154375025,0.565316655,-1.119611586,1.021084547,0.439565369,-0.176366363,0.178957339,0.745245695,-0.019520133,-1.011123359,0.009517048,-0.169521059,0.036735265,-0.056712398,9.99,0
128539,-0.881582531,0.877476789,-2.69804804,-2.080878064,0.127759555,-2.353012829,0.64870727,0.23267231,-1.195823149,0.692710252,-1.45915159,-0.837766456,-0.651464716,0.929119446,-1.55798529,0.495175688,0.463665653,-1.556193008,-0.198759327,-0.094915407,0.669729993,2.021412083,0.03243343,0.120212108,-0.857404486,-0.115869396,0.531817685,0.277230302,10,0
91524,1.954851738,1.630056303,-4.337199681,2.378367292,2.113347861,-1.583850667,0.653745453,-0.192892012,1.217608255,-2.829098205,3.504567793,-3.91819988,-1.01579193,-4.704508705,-0.968553076,1.854771917,6.024396767,3.531250335,-1.196284776,-0.230640095,-0.474437305,-0.974624666,-0.048154504,-0.023524268,0.362192024,-0.570709267,0.02561872,0.081880389,1,1
128381,1.716038903,-1.732607301,-1.056234093,-0.699254461,-1.097233444,-0.364545369,-0.637088279,-0.099942549,0.095390284,0.642406697,-0.936570936,-0.895158032,-0.513030519,-0.202369441,0.286868171,1.113709552,0.248427173,-1.23092833,0.432261488,0.425657687,0.348805175,0.466890459,0.014640023,0.687459082,-0.273554125,-0.22798293,-0.050572452,-0.003803337,251,0
129668,0.753356012,2.284987953,-5.164492004,3.831111999,-0.073622492,-1.316595946,-1.855495444,0.831079099,-1.567514145,-3.224559148,3.36955825,-3.468545258,-1.383571068,-6.020578971,0.309601855,-2.61776696,-1.310752382,0.40965991,2.362290776,0.28579226,0.382006846,0.033958045,0.18769685,0.358433466,-0.488933827,-0.258802387,0.296145453,-0.047173666,2,1
127444,-1.021644215,-1.632777862,0.290280387,-1.574285098,-1.966944186,0.783639081,2.082073373,-0.103401329,-1.174446653,-0.482152734,0.312618302,-0.170075095,0.133007866,-0.374416842,-1.57975219,1.2843864,-0.133027849,-0.864323185,1.070279502,1.336690097,0.280202179,-0.250511296,1.469557138,-0.440329661,-0.639127228,-0.681059228,-0.014233048,0.227213898,604.88,0
128632,-1.472338419,-2.22280322,-1.595246198,0.848182706,-8.063258664,5.471045328,7.848024581,-1.30284332,-1.49978062,-0.396749642,0.84663868,-0.590533285,-0.127207291,-0.150940182,0.831321157,-1.940106194,0.393772356,1.989108883,2.258023108,0.230142271,-0.75372702,-1.063573356,1.644594037,0.660738711,-0.79291937,-0.396243166,0.745875156,-0.483614394,1933.04,0
91075,-1.855060702,1.554963607,-1.405808829,0.669327346,-0.28022952,1.178652467,-3.459979066,-2.815154953,1.242228765,-4.15635448,2.209440752,-5.122314109,0.661297106,-3.10393772,-2.410869732,-2.425015632,-3.960622689,-0.125017788,0.600397288,0.536916458,-0.095308307,0.946628918,-0.297402959,-0.368343891,0.198731156,-0.078590592,0.366709356,0.073766717,38.76,1
150494,1.852889095,1.069592864,-1.776101273,4.617409969,0.770412982,-0.400859126,-0.040970122,0.089510463,-0.217705276,-0.3739273,-0.688453907,-1.463206924,-1.624155,-4.252465599,-1.340175884,1.7328728,2.934481224,1.437196572,-1.923308939,-0.288392191,-0.157868696,-0.176243752,0.027436946,-0.468006203,0.058062799,0.14826306,0.042277764,0.040572752,1,1
128639,-1.049862241,0.437516377,-1.3289709,-1.154138251,1.980558197,-1.196400125,2.259135821,-0.64318553,-0.305046579,-0.777076797,-2.008866348,-0.716759496,-0.750310105,0.750723252,-0.547006791,-0.65791708,-0.734392527,-0.025377035,-0.116318446,-0.590795801,0.24464766,1.127373405,-0.184903077,-1.015024829,1.010493706,-0.260900504,-0.013398215,0.042939553,78.84,0
127452,-0.344311261,-0.111376067,1.684314309,-2.107918561,-0.273418537,0.548585471,-0.34405537,0.299997075,-0.777287685,-0.054538237,-0.55312873,0.11204633,0.624481963,-0.507045913,-0.736997517,-0.168282429,-1.301273389,2.284588692,-1.049854855,-0.500926477,-0.261261747,-0.26875848,-0.169446791,-1.052251691,-0.525163009,0.424769706,0.124941308,0.13481912,8.9,0
128752,2.050510041,0.157990617,-2.07885118,0.38047067,0.596308967,-1.001321272,0.31793505,-0.357230747,0.5600764,-0.548078552,-0.8642735,0.075612724,0.61652426,-0.964337043,0.960693278,0.379477324,0.229021981,0.649374359,-0.244859662,-0.099759019,0.167434022,0.635951328,-0.138602437,-0.833100362,0.346763784,-0.055562145,-0.000712682,-0.031458216,29.88,0
128681,-1.370394842,-0.728720453,1.344945328,-1.437312573,-1.285447448,-0.201371213,-0.473116579,0.496952422,-0.275475182,-0.499435327,-1.559826903,-0.762678078,-0.622899709,-0.598235375,-1.208363096,0.950852162,0.684205731,-1.405704267,0.733951912,-0.042525037,0.086677213,0.088863691,-0.069390396,-0.008804818,-0.288990064,-0.374606053,-0.031308646,-0.018914106,132.35,0
128686,-0.731645872,-1.45803665,1.328515512,-0.419176861,-2.080788943,1.527640307,0.406938807,-0.674063081,-0.187253562,-0.622829296,-1.49664099,0.217159647,0.455157529,-0.682242348,-0.547071743,-1.837790471,0.329001886,1.230148226,-0.408206248,0.405320989,0.399723384,-1.416446057,0.607353512,0.594174886,1.513273155,-0.204023973,0.011952175,0.201681021,456.91,0
128455,-0.842514649,1.11727392,0.267987667,0.438009708,0.199043649,-0.596817987,1.527029913,0.101716859,-1.100810806,-1.014627082,-0.881926403,0.723135242,1.078784388,0.40756229,-0.489014679,-0.291128933,-0.226514005,-0.592388306,-0.384168648,0.099211653,-0.011584394,-0.320300259,-0.030947015,-0.037073478,1.196327508,-0.594858416,-0.27082465,-0.175809777,144,0
127437,-0.485167871,1.480239022,0.957639031,2.54225147,2.153139445,0.181755481,1.898964731,-0.586657075,-1.816015973,1.127754157,-1.443310756,-0.701067168,0.113587416,-0.245398623,-1.64978948,0.153018057,-0.8873706,-0.649946505,-1.209956131,-0.036123571,-0.068550339,0.091072282,-0.464050954,0.573253322,0.378528153,-0.057263121,-0.402888658,-0.326929465,7.85,0
165981,-5.766878735,-8.402153678,0.056543246,6.950982945,9.880564026,-5.773191769,-5.748879199,0.721742894,-1.076273579,2.688669933,-1.475145316,-0.050467984,0.113500475,0.984343616,0.363968739,-0.674356809,0.327463514,0.091469915,1.307940738,2.493223891,0.880395097,-0.130435548,2.241471414,0.665345537,-1.890041422,-0.120802764,0.073268559,0.583799418,0,1
100501,-6.985267486,5.151093569,-4.599337773,4.534478601,0.849053979,-0.210701203,-4.425229685,-5.134525156,0.069320573,-0.870997151,5.200815169,-7.80222779,0.033912418,-7.560131972,-1.014651935,-1.507929601,-3.410274568,0.107544007,-1.375517656,-1.246996319,5.453671853,-2.056177144,-0.280333721,0.120771473,0.569357721,0.145971466,0.300193469,1.779363852,0.76,1
128608,1.504431799,-1.226324416,-0.638796939,0.367438379,-1.071905758,-0.75774536,-0.200804673,-0.190991892,1.279617534,-0.263121775,-0.77049432,0.375259908,0.198873531,0.027614093,1.053133611,0.333058672,-0.618339748,0.258523078,-0.360582598,0.327974276,0.359726961,0.621163452,-0.071133529,0.092115825,-0.311534039,0.061207647,-0.040828956,0.00403326,267.92,0
128758,2.010199819,0.097998877,-1.610791549,0.336940095,0.41159458,-0.57513415,0.067461541,-0.071198578,0.230891976,-0.216155591,1.329235274,0.877726347,-0.123952471,-0.617770952,-0.453366327,0.405456471,0.347897186,0.048990701,0.203656934,-0.160871924,-0.295964828,-0.781426709,0.356772935,0.608403894,-0.329490558,0.148461266,-0.063596465,-0.039488967,1.98,0
41237,-10.28178404,6.302384784,-13.27171803,8.925115476,-9.975578311,-2.832513464,-12.70325266,6.706845839,-7.078423958,-12.80568319,6.786058302,-13.06423989,1.179524511,-13.69487304,0.951479176,-10.95428573,-20.58359279,-7.517262132,2.872353636,-0.247647528,2.479413508,0.366932842,0.042804648,0.478278892,0.157770818,0.329900959,0.163504341,-0.485552213,118.3,1
128597,0.045512493,1.538349546,-0.126802208,2.766167595,1.391157564,-0.716975524,1.747696476,-0.278162125,-2.120833346,0.924941572,-1.408577503,-1.308232641,-1.322736567,0.869861308,-0.994393974,0.474184155,-0.709039791,-0.442674831,-1.779662649,-0.301315212,0.225865292,0.496491409,-0.193293312,-0.058705731,0.072803639,0.074425673,-0.023613917,0.026718602,26.54,0
128783,1.922705906,-0.265819156,-1.707145858,1.063308355,0.774155065,0.60388658,0.054909375,0.057458131,0.50474169,0.319153425,-0.453671658,0.598437621,-0.293249519,0.319411957,-1.255842852,-0.105756922,-0.749216831,0.52754891,0.383064503,-0.123455493,0.18607461,0.656188495,-0.195434374,-0.333053293,0.523695821,-0.363550921,-0.004184421,-0.059181329,63.37,0
127426,1.608313681,-1.004387865,-1.023852202,0.22621034,-0.204255811,0.150785818,-0.093047278,-0.117682526,0.810207592,-0.160369822,-1.197121647,0.923757453,1.806111664,-0.358905509,0.478146267,0.616798826,-0.871378387,-0.361226445,0.171989313,0.444212522,-0.15622616,-0.850009095,0.157799449,0.072002254,-0.565732753,0.212323555,-0.08053232,0.000668999,246.5,0
128774,-0.86737047,1.484368474,-0.195131614,-0.827454129,0.284739461,-1.140951211,0.916220569,-0.127045788,0.800510224,0.839860113,-1.045200782,-0.113574715,-0.417940842,-0.087718949,-0.28086458,-0.113237956,-0.471920654,-0.708971089,-0.144993318,0.45019425,-0.395859468,-0.724700245,0.109703014,-0.146039282,-0.275253006,0.166964903,0.650313651,0.371028977,1.29,0
54846,-2.986465508,-0.000891229,0.60588683,0.338337781,0.685448451,-1.581954437,0.504206377,-0.233402618,0.636767743,1.010291022,0.004517968,0.044396639,0.420853062,-0.931614225,1.147973683,0.483063094,-0.15247083,-0.285666259,0.072549849,-0.764274258,-0.875146364,-0.509848661,1.313917904,0.355064731,0.448551563,0.19348978,1.214587687,-0.013922897,1.79,1
128576,2.120318579,-1.727316299,-1.030678666,-1.765658967,-0.687192345,1.145500534,-1.546757967,0.352112372,-0.91994619,1.420918925,-0.858930461,-1.074265462,-0.247765852,-0.342839172,0.847955915,-1.142341853,1.157647289,-1.084413074,-1.145391011,-0.470032152,-0.080783991,0.258537294,0.31458911,-0.60219715,-0.468550333,-0.098725243,0.059826594,-0.04747019,49.2,0
